0.0,14.497230428460874,0.0,40.372968605217906,0.0,40.78396757513129
300.4897155761719,14.771529634559322,300.4897155761719,40.79733355115512,300.4897155761719,41.21080926906408
600.9794311523438,15.047655096834623,600.9794311523438,41.238103293425084,600.9794311523438,41.65320098479539
901.4691467285156,15.29319185052181,901.4691467285156,41.67205950183092,901.4691467285156,42.08863392524225
1201.9588623046875,15.487543248405219,1201.9588623046875,42.08330925912662,1201.9588623046875,42.5020865776631
1502.4485778808594,15.609411786849513,1502.4485778808594,42.44685142059543,1502.4485778808594,42.86972871333083
1802.9382934570312,15.656044982559425,1802.9382934570312,42.75164097884362,1802.9382934570312,43.17965122188091
2103.428009033203,15.678482991634151,2103.428009033203,43.02881635901188,2103.428009033203,43.4622372031233
2403.917724609375,15.676866195210508,2403.917724609375,43.28021870936157,2403.917724609375,43.719423119689175
2704.407440185547,15.619004997331462,2704.407440185547,43.25394426801707,2704.407440185547,43.70137292871323
3004.8971557617188,15.48731270517753,3004.8971557617188,42.95457407124084,3004.8971557617188,43.40298921097147
3305.3868713378906,15.287478716523172,3305.3868713378906,42.49247007568588,3305.3868713378906,42.93648755137562
3605.8765869140625,15.044585184459919,3605.8765869140625,41.945133348975894,3605.8765869140625,42.38253226979633
3906.3663024902344,14.841979744431281,3906.3663024902344,41.37264744333922,3906.3663024902344,41.80218426842911
4206.856018066406,14.630094525896533,4206.856018066406,40.79099849299121,4206.856018066406,41.21296257720801
4507.345733642578,14.380397534378277,4507.345733642578,40.21637761887778,4507.345733642578,40.63161283320423
4807.83544921875,14.159714819890986,4807.83544921875,39.79575893341474,4807.83544921875,40.20360104834007
5108.325164794922,14.062598834956434,5108.325164794922,39.64059646562128,5108.325164794922,40.044536053027116
5408.814880371094,14.121265515557516,5408.814880371094,39.73554346743064,5408.814880371094,40.13993184239763
5709.304595947266,14.27552813831039,5709.304595947266,40.00435569965596,5709.304595947266,40.41189785875611
6009.7943115234375,14.502962227226588,6009.7943115234375,40.37740168273329,6009.7943115234375,40.78839280667503
6009.79443359375,14.502962361148052,6009.79443359375,40.37740185355299,6009.79443359375,40.78839297800631
