I                         i_b00                     i_b10                     i_b20                     i_b30                     i_b45                     
144                       141.5848322213132         139.2137653208689         135.1337420954414         129.6463549160263         119.8916286075007         
145                       142.5754486231067         140.1683362063942         135.9999723006361         130.3966067090995         120.4702839752474         
146                       143.5660811306672         141.1214363928938         136.8619845249461         131.1405862471728         121.0422744230366         
147                       144.5567293361538         142.0729506409724         137.7195087197595         131.8779796221204         121.6073645064324         
148                       145.5473928074975         143.0227521702769         138.5722542864358         132.6084568280837         122.1653132502984         
149                       146.5380710867218         143.9707011924161         139.4199082283346         133.3316709490199         122.7158741432663         
150                       147.528763687938          144.9166432201527         140.2621331282481         134.047257332457          123.2587951539249         
151                       148.5194700949379         145.8604071131611         141.0985649364549         134.7548327552367         123.7938187710043         
152                       149.5101897582904         146.8018028126683         141.928810554261          135.4539945884387         124.3206820699336         
153                       150.500922091824          147.7406187075543         142.7524451978814         136.144319970305          124.8391168082437         
154                       151.4916664683415         148.6766185625661         143.5690095280036         136.825364997828          125.3488495523654         
155                       152.4824222143703         149.6095379246727         144.3780065315491         137.4966639497628         125.8496018384242         
156                       153.4731886036948         150.5390799056179         145.178898144258          138.1577285561561         126.3410903696709         
157                       154.4639648493354         151.4649102166243         145.9711016060808         138.80804733207           126.823027253184          
158                       155.4547500935332         152.3866513039953         146.7539855463674         139.4470849960027         127.2951202784489         
159                       156.445543395149          153.3038754009001         147.5268658029697         140.0742819965352         127.7570732403436         
160                       157.4363437136806         154.2160962695114         148.2890009892349         140.689054173939          128.2085863089416         
161                       158.4271498888054         155.1227593573398         149.0395878361391         141.290792586779          128.6493564483717         
162                       159.4179606139388         156.0232300303174         149.7777563543382         141.8788635368638         129.0790778867432         
163                       160.4087744016868         156.9167794712121         150.5025648835931         142.4526088290869         129.4974426388579         
164                       161.3995895381657         157.8025677438994         151.2129951258492         143.0113463056243         129.9041410830708         
165                       162.3904040218026         158.6796234214127         151.9079472941823         143.5543706963807         130.2988625932338         
166                       163.3812154801347         159.5468190602005         152.586235553702          144.0809548292806         130.6812962261603         
167                       164.3720210548445         160.4028416804098         153.2465839828537         144.5903512446712         131.0511314644708         
168                       165.3628172399742         161.2461572957189         153.887623344284          145.0817942574346         131.408059014037          
169                       166.3535996495277         162.0749684531356         154.5078890224721         145.5545025080177         131.7517716545245         
170                       167.3443626757666         162.8871637429729         155.1058205581207         146.0076820391343         132.0819651407548         
171                       168.3350989732264         163.6802584088891         155.6797632822033         146.4405299280028         132.3983391517668         
172                       169.3257986552561         164.4513256724648         156.2279726182611         146.8522384943563         132.7005982835774         
173                       170.3164479972819         165.1969194161031         156.7486216694303         147.2420000918667         132.9884530807214         
174                       171.3070272534899         165.9129907835818         157.2398127226829         147.60901247498           133.2616211007164         
175                       172.2975067892811         166.5948045203025         157.6995932696444         147.9524847145452         133.5198280046698         
176                       173.2878397911061         167.2368660084146         158.1259770419838         148.2716436143669         133.7628086663328         
177                       174.277947411283          167.8328773288104         158.5169703714389         148.5657405575118         133.9903082910516         
178                       175.2676852832331         168.3757500223779         158.8706038966264         148.8340586867477         134.2020835352732         
179                       176.256756991655          168.8577116822804         159.1849692480116         149.0759202990618         134.3979036165794         
180                       177.2444415976292         169.2705484985756         159.4582598625088         149.2906943112633         134.5775514036561         
181                       178.228412960759          169.6060184751099         159.6888145457057         149.4778036338203         134.7408244751916         
182                       179.1949251733409         169.8564409635008         159.8751618718291         149.6367322750447         134.8875361364559         
183                       179.6501455939573         170.0154134979495         160.0160630683327         149.7670319891184         135.017516382261          
184                       178.750203885703          170.0785384669158         160.1105507611378         149.8683282806492         135.1306127951617         
185                       177.7715824882163         170.043992406097          160.1579609367973         149.940325586383          135.2266913681253         
186                       176.7853625696243         169.91277913445           160.1579557578078         149.9828114717794         135.3056372414965         
187                       175.7968914128929         169.6885891681116         160.1105354473019         149.9956597060576         135.367355344894          
188                       174.8074561611382         169.3773089949798         160.016038283084          149.9788321130145         135.411770935692          
189                       173.817521345305          168.9863221899898         159.8751287014484         149.9323791346945         135.4388300269575         
190                       172.8272955273112         168.5237745771709         159.6887744716495         149.8564390885767         135.4484996990839         
191                       171.8368863770856         167.9979392917416         159.4582147254425         149.7512361437187         135.4407682908853         
192                       170.8463552109539         167.416750479362          159.1849212058788         149.6170770845127         135.41564546753           
193                       169.8557396081962         166.7875134993902         158.8705553792253         149.4543469697751         135.3731621643776         
194                       168.8650639635909         166.1167628285819         158.5169240338637         149.2635038276065         135.3133704074892         
195                       167.874344869719          165.4102260038476         158.1259357189851         149.0450725511984         135.2363430132697         
196                       166.8835940609167         164.6728542533777         157.6995599325345         148.7996381765873         135.1421731713266         
197                       165.8928201169785         163.9088892400583         157.2397904399406         148.5278387300697         135.0309739161584         
198                       164.9020294960934         163.1219450075293         156.7486135717045         148.2303578310407         134.9028774946792         
199                       163.9112271860709         162.3150922495935         156.2279818680704         147.9079172264352         134.7580346378143         
200                       162.9204171288183         161.490937792284          155.6797930483139         147.5612694171515         134.5966137454404         
201                       161.929602505079          160.6516959355099         155.105873994353          147.191190516462          134.4187999947775         
202                       160.938785930274          159.7992505591751         154.5079692505372         146.7984734571689         134.2247943829545         
203                       159.9479695921877         158.9352081469163         153.8877334401728         146.3839216397536         134.0148127148656         
204                       158.9571553496707         158.0609424965545         153.246726966272          145.9483430894059         133.789084547612          
205                       157.9663448046284         157.17763213008           152.5864143800572         145.4925451667529         133.5478521027916         
206                       156.9755393553467         156.2862914544443         151.9081648486631         145.017329856188          133.2913691576776         
207                       155.9847402365456         155.3877966591375         151.2132542191873         144.5234896374767         133.0198999259255         
208                       154.9939485498447         154.4829072263706         150.5028682491524         144.0118039310882         132.7337179379011         
209                       154.003165287201          153.5722838070694         149.7781066462312         143.483036095522          132.4331049300404         
210                       153.0123913491273         152.6565030974448         149.0399876281223         142.9379309456613         132.1183497518785         
211                       152.021627558988          151.7360702442151         148.2894527741824         142.3772127546474         131.7897472985256         
212                       151.0308746743127         150.8114292142138         147.5273719927635         141.8015836976204         131.4475974754671         
213                       150.0401333958223         149.8829714861317         146.7545484720793         141.2117226935398         131.0922042016339         
214                       149.0494043746803         148.9510433573101         145.9717235183491         140.6082846008313         130.723874455752          
215                       148.0586882183594         148.0159521051386         145.1795812137837         139.9918997234421         130.3429173700637         
216                       147.0679854954149         147.0779711989711         144.3787528496597         139.3631735857007         129.9496433746233         
217                       146.0772967393937         146.1373447229181         143.5698211072426         138.7226869368911         129.5443633945259         
218                       145.0866224520495         145.1942911409625         142.7533239725976         138.070995949418          129.1273881016428         
219                       144.0959631060033         144.2490065123555         141.929758381178          137.4086325776595         128.6990272217142         
220                       143.1053191469544         143.3016672461568         141.0995835952098         136.7361050479259         128.2595888969952         
221                       142.1146909955269         142.3524324682457         140.2632243218935         136.0538984532346         127.8093791040732         
222                       141.1240790488175         141.4014460614772         139.4210735838008         135.3624754297954         127.3487011259641         
223                       140.1334836817016         140.4488384293205         138.5734953549542         134.6622768951042         126.8778550771648         
224                       139.1429052479372         139.494728024864          137.7208269772504         133.9537228303341         126.397137479971          
225                       138.1523440811051         138.5392226801387         136.8633813723727         133.2372130922629         125.906840890077          
226                       137.1618004954127         137.5824207650093         136.0014490643326         132.5131282422819         125.4072535692349         
227                       136.1712747863844         136.6244122001829         135.1353000274169         131.7818303820836         124.8986592025774         
228                       135.1807672314594         135.6652793450014         134.2651853737339         131.0436639874488         124.3813366580823         
229                       134.1902780905119         134.7050977774604         133.3913388938026         130.2989567331439         123.8555597855779         
230                       133.1998076063072         133.7439369812231         132.5139784628119         129.5480203033233         123.3215972526527         
231                       132.2093560049047         132.7818609521637         131.6333073243009         128.7911511830254         122.7797124148305         
232                       131.2189234960181         131.8189287351117         130.7495152621441         128.0286314273707         122.2301632174009         
233                       130.2285102733382         130.8551948999027         129.8627796708623         127.2607294059356         121.6732021263488         
234                       129.2381165148283         129.8907099645298         128.9732665334585         126.4877005205058         121.109076085903          
235                       128.247742382994          128.9255207720794         128.0811313151889         125.7097878950223         120.5380265003122         
236                       127.2573880251354         127.9596708272029         127.1865197809456         124.9272230370375         119.9602892375656         
237                       126.2670535735835         126.993200597081          126.2895687432403         124.1402264704133         119.3760946528848         
238                       125.2767391459249         126.026147781164          125.3904067471438         123.3490083393314         118.7856676299357         
239                       124.2864448452178         125.0585475534016         124.4891546979514         122.5537689839531         118.1892276378347         
240                       123.2961707602022         124.0904327801818         123.5859264368109         121.754699488283          117.586988802146          
241                       122.3059169655045         123.1218342167852         122.6808292690586         120.9519822009535         116.9791599881969         
242                       121.3156835218412         122.1527806847988         121.7739644495689         120.1457912297756         116.3659448951594         
243                       120.3254704762205         121.1832992326264         120.8654276290111         119.3362929109916         115.7475421594685         
244                       119.3352778621449         120.2134152809682         119.9553092645499         118.5236462542313         115.1241454662671         
245                       118.3451056998146         119.243152754911          119.0436949981869         117.708003364215          114.4959436676785         
246                       117.354953996334          118.2725342040739         118.1306660056446         116.8895098402683         113.8631209068169         
247                       116.3648227459205         117.3015809120835         117.2162993184208         116.0683051547226         113.2258567465485         
248                       115.374711930118          116.3303129964993         116.3006681213986         115.2445230112726         112.5843263021134         
249                       114.3846215180139         115.3587495001868         115.383842028176          114.4182916843458         111.9387003768085         
250                       113.3945514664612         114.3869084750158         114.4658873360766         113.5897343405205         111.2891456000174         
251                       112.4045017203054         113.4148070586696         113.5468672626286         112.7589693429995         110.6358245669527         
252                       111.4144722126177         112.4424615452572         112.6268421651324         111.9261105401211         109.9788959795497         
253                       110.4244628649322         111.4698874503525         111.7058697447942         111.0912675388489         109.3185147880172         
254                       109.4344735874901         110.4970995710117         110.7840052367694         110.2545459641512         108.6548323326174         
255                       108.4445042794893         109.5241120412664         109.8613015873414         109.4160477051437         107.9879964852987         
256                       107.4545548293396         108.5509383835361         108.9378096193553         108.57587114883           107.3181517908641         
257                       106.4646251149238         107.5775915563598         108.0135781869279         107.7341114022395         106.6454396074017         
258                       105.4747150038649         106.6040839988061         107.0886543203704         106.8908605037266         105.9699982457504         
259                       104.4848243537986         105.6304276718866         106.1630833621795         106.0462076241572         105.2919631078108         
260                       103.4949530126516         104.6566340972659         105.2369090948845         105.2002392586767         104.6114668235517         
261                       102.5051008189255         103.6827143935349         104.3101738614733         104.3530394097197         103.9286393865901         
262                       101.5152676019854         102.7086793102878         103.3829186790627         103.5046897618905         103.2436082882577         
263                       100.5254531823544         101.7345392602262         102.4551833464269         102.6552698493125         102.556498650088          
264                       99.53565737201265         100.7603043494885         101.5270065459544         101.8048572160188         101.8674333546858         
265                       98.54587997470084         99.7859844063931          100.5984259405577         100.9535275699271         101.1765331749603         
266                       97.5561207862285          98.81158900876319         99.66947826602706         100.1013549309188         100.4839169017231         
267                       96.56637959478647         97.8371275099922          98.74019941928512         99.24841177351904         99.78970146966884         
268                       95.57665618126302         96.86260906399515         97.8106245429678          98.39476916465185         99.09400208177013         
269                       94.58695031956388         95.88804264918318         96.88078810673434         97.54049689692697         98.39693233213536         
270                       93.5972617769357          94.91343709158835         95.95072398568276         96.68566361789458         97.69860432738571         
271                       92.60759031429218         93.93880108725944         95.02046553622904         95.83033695568962         96.99912880662042         
272                       91.61793568654352         92.96414322404307         94.0900456697896          94.97458364147185         96.29861526004868         
273                       90.62829764292779         91.98947200285947         93.15949692459142         94.1184696290547          95.59717204637342         
274                       89.63867592734492         91.01479585857672         92.22885153592208         93.26206021210483         94.89490650901988         
275                       88.64907027869212         90.04012318058612         91.29814150512041         92.40542013928344         94.19192509130811         
276                       87.65948043120103         89.0654623331767          90.36739866760047         91.548613727693           93.48833345067334         
277                       86.669906114776           88.0908216758065          89.43665476019467         90.69170497498497         92.78423657204267         
278                       85.68034705533321         87.11620958336714         88.5059414880976          89.83475767047912         92.07973888048066         
279                       84.69080297514041         86.14163446653758         87.57529059168904         88.97783550564066         91.37494435321886         
280                       83.70127359315684         85.16710479232489         86.64473391351409         88.12100218425901         90.6699566311874          
281                       82.71175862537318         84.19262910488975         85.71430346569932         87.26432153267035         89.96487913016836         
282                       81.72225778515116         83.21821604675837         84.78403149808661         86.40785761036658         89.25981515169217         
283                       80.73277078356227         82.24387438052486         83.85395056737157         85.55167482133466         88.55486799379912         
284                       79.74329732972602         81.26961301115205         82.92409360753987         84.69583802647374         87.8501410617888          
285                       78.75383713114631         80.29544100898465         81.99449400190385         83.84041265744119         87.14573797907961         
286                       77.76438989404686         79.32136763359364         81.06518565705233         82.9854648322852          86.44176269830066         
287                       76.77495532370449         78.3474023585788          80.13620307904048         82.13106147322897         85.73831961273719         
288                       75.78553312478061         77.37355489746446         79.20758145216119         81.27727042697943         85.03551366824851         
289                       74.79612300165033         76.39983523083271         78.2793567206578          80.42416058794539         84.3334504757765          
290                       73.80672465872917         75.42625363484964         77.35156567375867         79.5718020247602          83.63223642455939         
291                       72.81733780079705         74.45282071135354         76.4242460344373          78.72026611051859         82.93197879616233         
292                       71.82796213331949         73.47954741968661         75.49743655232871         77.86962565715211         82.23278587943292         
293                       70.83859736276588         72.50644511047025         74.57117710126209         77.01995505438394         81.53476708648527         
294                       69.8492431969245          71.53352556154036         73.64550878190416         76.17133041372253         80.83803306980991         
295                       68.8598993452145          70.5608010162818          72.72047403004402         75.32382971797327         80.14269584060244         
296                       67.87056551899452         69.58828422462369         71.79611673109385         74.47753297676914         79.44886888839511         
297                       66.88124143186799         68.61598848698456         70.8724823414248          73.63252238864445         78.75666730206814         
298                       65.8919267999854          67.6439277014868          69.9496180172109          72.78888251020136         78.06620789230855         
299                       64.90262134234293         66.67211641479396         69.02757275151083         71.94670043294464         77.37760931557311         
300                       63.91332478107844         65.7005698769636          68.10639752038166         71.10606596838983         76.69099219960037         
301                       62.92403684176424         64.7293041007527          67.1861454388907          70.26707184207847         76.00647927050353         
302                       61.93475725369729         63.75833592586254         66.26687192797003         69.42981389716687         75.32419548146028         
303                       60.94548575018703         62.78768308866733         65.34863489314644         68.59439130828723         74.64426814299887         
304                       59.95622206884102         61.81736429803547         64.43149491627754         67.76090680641364         73.96682705486053         
305                       58.96696595184947         60.84739931792657         63.51551546153196         66.92946691550182         73.29200463939726         
306                       57.97771714626835         59.87780905753149         62.60076309697268         66.10018220170602         72.6199360764393          
307                       56.98847540430275         58.90861566981978         61.68730773323484         65.27316753601394         71.95075943954147         
308                       55.99924048359054         57.93984265946854         60.77522288093741         64.448542371176           71.28461583348628         
309                       55.0100121474878          56.97151500127428         59.86458592863197         63.62643103384121         70.621649532891           
310                       54.02079016535725         56.00365927029485         58.95547844327297         62.80696303284585         69.96200812172796         
311                       53.03157431286058         55.03630378513575         58.04798649539546         61.99027338463354         69.3058426335288          
312                       52.0423643722571          54.06947876598946         57.14220101140957         61.17650295681351         68.65330769199899         
313                       51.05316013270981         53.1032165092593          56.23821815566766         60.36579883088807         68.00456165172119         
314                       50.06396139060204         52.13755158085857         55.33613974523419         59.55831468519868         67.35976673857296         
315                       49.07476794986653         51.17252103057666         54.4360737005907          58.7542111991491          66.71908918942765         
316                       48.08557962233088         50.20816463025292         53.53813453584336         57.95365647976439         66.08269939064417         
317                       47.09639622808224         49.24452513890699         52.64244389236946         57.15682651163135         65.45077201478414         
